city,state_id,state_name,timezone
Hermitage,PA,Pennsylvania,America/New_York
Dyersburg,TN,Tennessee,America/Chicago
Jasper,IN,Indiana,America/Indiana/Vincennes
Payson,AZ,Arizona,America/Phoenix
Hibbing,MN,Minnesota,America/Chicago
La Grange,IL,Illinois,America/Chicago
Fairburn,GA,Georgia,America/New_York
Tahlequah,OK,Oklahoma,America/Chicago
Griffith,IN,Indiana,America/Chicago
Radford,VA,Virginia,America/New_York
Floral Park,NY,New York,America/New_York
Aberdeen,MD,Maryland,America/New_York
Lake Wales,FL,Florida,America/New_York
Taylor,TX,Texas,America/Chicago
Americus,GA,Georgia,America/New_York
Warrington,FL,Florida,America/Chicago
Frankfort,IN,Indiana,America/Indiana/Indianapolis
Colonial Park,PA,Pennsylvania,America/New_York
Spanish Springs,NV,Nevada,America/Los_Angeles
Fullerton,PA,Pennsylvania,America/New_York
Calera,AL,Alabama,America/Chicago
Buffalo,MN,Minnesota,America/Chicago
Parkway,CA,California,America/Los_Angeles
South River,NJ,New Jersey,America/New_York
Clarksburg,WV,West Virginia,America/New_York
Dublin,GA,Georgia,America/New_York
Mount Pleasant,TX,Texas,America/Chicago
Red Hill,SC,South Carolina,America/New_York
River Falls,WI,Wisconsin,America/Chicago
Sikeston,MO,Missouri,America/Chicago
Bay Village,OH,Ohio,America/New_York
Grandville,MI,Michigan,America/Detroit
Prospect Heights,IL,Illinois,America/Chicago
Kings Park,NY,New York,America/New_York
Washington,IL,Illinois,America/Chicago
Summerfield,MD,Maryland,America/New_York
Gatesville,TX,Texas,America/Chicago
West Richland,WA,Washington,America/Los_Angeles
Murraysville,NC,North Carolina,America/New_York
Middleburg Heights,OH,Ohio,America/New_York
Hot Springs Village,AR,Arkansas,America/Chicago
Muscle Shoals,AL,Alabama,America/Chicago
Ripon,CA,California,America/Los_Angeles
Fremont,OH,Ohio,America/New_York
Firestone,CO,Colorado,America/Denver
The Dalles,OR,Oregon,America/Los_Angeles
Saraland,AL,Alabama,America/Chicago
Rutland,VT,Vermont,America/New_York
Stallings,NC,North Carolina,America/New_York
Marco Island,FL,Florida,America/New_York
Bellevue,WI,Wisconsin,America/Chicago
New Haven,IN,Indiana,America/Indiana/Indianapolis
Coos Bay,OR,Oregon,America/Los_Angeles
Gardendale,AL,Alabama,America/Chicago
Overland,MO,Missouri,America/Chicago
Warsaw,IN,Indiana,America/Indiana/Indianapolis
Richmond Hill,GA,Georgia,America/New_York
Fort Drum,NY,New York,America/New_York
Berea,SC,South Carolina,America/New_York
Aldine,TX,Texas,America/Chicago
Opelousas,LA,Louisiana,America/Chicago
Coto de Caza,CA,California,America/Los_Angeles
Waterville,ME,Maine,America/New_York
Fort Mohave,AZ,Arizona,America/Phoenix
St. Simons,GA,Georgia,America/New_York
Mountain Home,ID,Idaho,America/Boise
Hollins,VA,Virginia,America/New_York
Dixon,IL,Illinois,America/Chicago
Dickson,TN,Tennessee,America/Chicago
New Cassel,NY,New York,America/New_York
Mount Dora,FL,Florida,America/New_York
Sulphur Springs,TX,Texas,America/Chicago
Lithia Springs,GA,Georgia,America/New_York
Jamestown,ND,North Dakota,America/Chicago
Kerman,CA,California,America/Los_Angeles
Glenmont,MD,Maryland,America/New_York
Holly Springs,GA,Georgia,America/New_York
Talladega,AL,Alabama,America/Chicago
Stone Ridge,VA,Virginia,America/New_York
Westbury,NY,New York,America/New_York
Highland Village,TX,Texas,America/Chicago
Glenn Heights,TX,Texas,America/Chicago
Mount Clemens,MI,Michigan,America/Detroit
Isla Vista,CA,California,America/Los_Angeles
Elkton,MD,Maryland,America/New_York
White Center,WA,Washington,America/Los_Angeles
Hewitt,TX,Texas,America/Chicago
Auburndale,FL,Florida,America/New_York
Discovery Bay,CA,California,America/Los_Angeles
Los Osos,CA,California,America/Los_Angeles
Newton,IA,Iowa,America/Chicago
Lady Lake,FL,Florida,America/New_York
Macomb,IL,Illinois,America/Chicago
Mitchell,SD,South Dakota,America/Chicago
Wailuku,HI,Hawaii,Pacific/Honolulu
Chickasha,OK,Oklahoma,America/Chicago
La Palma,CA,California,America/Los_Angeles
Alpine,CA,California,America/Los_Angeles
Shively,KY,Kentucky,America/Kentucky/Louisville
Seaford,NY,New York,America/New_York
Rossville,MD,Maryland,America/New_York
Seymour,TN,Tennessee,America/New_York
Fort Leonard Wood,MO,Missouri,America/Chicago
Weston,WI,Wisconsin,America/Chicago
Grovetown,GA,Georgia,America/New_York
Southchase,FL,Florida,America/New_York
Mastic,NY,New York,America/New_York
Seven Oaks,SC,South Carolina,America/New_York
Monroe,OH,Ohio,America/New_York
Live Oak,TX,Texas,America/Chicago
Cherryland,CA,California,America/Los_Angeles
Azalea Park,FL,Florida,America/New_York
Greenwood Village,CO,Colorado,America/Denver
Indianola,IA,Iowa,America/Chicago
Brooklyn Park,MD,Maryland,America/New_York
Hugo,MN,Minnesota,America/Chicago
Niceville,FL,Florida,America/Chicago
Hartford,WI,Wisconsin,America/Chicago
Wilmington Island,GA,Georgia,America/New_York
Candelaria,PR,Puerto Rico,America/Puerto_Rico
Batavia,NY,New York,America/New_York
Rio Grande City,TX,Texas,America/Chicago
Princeton Meadows,NJ,New Jersey,America/New_York
Berea,KY,Kentucky,America/New_York
Scottsboro,AL,Alabama,America/Chicago
Chubbuck,ID,Idaho,America/Boise
Grain Valley,MO,Missouri,America/Chicago
Glenn Dale,MD,Maryland,America/New_York
Lynden,WA,Washington,America/Los_Angeles
Carthage,MO,Missouri,America/Chicago
Springdale,NJ,New Jersey,America/New_York
Uvalde,TX,Texas,America/Chicago
Three Lakes,FL,Florida,America/New_York
Greeneville,TN,Tennessee,America/New_York
Glasgow,DE,Delaware,America/New_York
Mastic Beach,NY,New York,America/New_York
Yankton,SD,South Dakota,America/Chicago
Eden,NC,North Carolina,America/New_York
Hayden,ID,Idaho,America/Los_Angeles
Port Orchard,WA,Washington,America/Los_Angeles
Hartselle,AL,Alabama,America/Chicago
Tenafly,NJ,New Jersey,America/New_York
Asbury Park,NJ,New Jersey,America/New_York
Roanoke Rapids,NC,North Carolina,America/New_York
Norridge,IL,Illinois,America/Chicago
Harper Woods,MI,Michigan,America/Detroit
Johnson City,NY,New York,America/New_York
Jackson,MO,Missouri,America/Chicago
Traverse City,MI,Michigan,America/Detroit
Northview,MI,Michigan,America/Detroit
Dentsville,SC,South Carolina,America/New_York
Laurinburg,NC,North Carolina,America/New_York
Thibodaux,LA,Louisiana,America/Chicago
Franklin Park,PA,Pennsylvania,America/New_York
Bradley,IL,Illinois,America/Chicago
Berkley,MI,Michigan,America/Detroit
Hazel Park,MI,Michigan,America/Detroit
Gloversville,NY,New York,America/New_York
Kenmore,NY,New York,America/New_York
Beech Grove,IN,Indiana,America/Indiana/Indianapolis
Depew,NY,New York,America/New_York
Spring Creek,NV,Nevada,America/Los_Angeles
Eloy,AZ,Arizona,America/Phoenix
Pacific Grove,CA,California,America/Los_Angeles
Youngsville,LA,Louisiana,America/Chicago
Andover,KS,Kansas,America/Chicago
Elk Plain,WA,Washington,America/Los_Angeles
Southern Pines,NC,North Carolina,America/New_York
Vandalia,OH,Ohio,America/New_York
Piney Green,NC,North Carolina,America/New_York
Phillipsburg,NJ,New Jersey,America/New_York
Tonawanda,NY,New York,America/New_York
Camp Pendleton South,CA,California,America/Los_Angeles
North New Hyde Park,NY,New York,America/New_York
Clarksdale,MS,Mississippi,America/Chicago
Greenlawn,NY,New York,America/New_York
Bemidji,MN,Minnesota,America/Chicago
Longwood,FL,Florida,America/New_York
Henderson,NC,North Carolina,America/New_York
West Park,FL,Florida,America/New_York
Worthington,OH,Ohio,America/New_York
Hereford,TX,Texas,America/Chicago
Front Royal,VA,Virginia,America/New_York
Swansea,IL,Illinois,America/Chicago
Dayton,NV,Nevada,America/Los_Angeles
Riverdale,GA,Georgia,America/New_York
South Farmingdale,NY,New York,America/New_York
Halawa,HI,Hawaii,Pacific/Honolulu
Greensburg,PA,Pennsylvania,America/New_York
West University Place,TX,Texas,America/Chicago
Highland Park,NJ,New Jersey,America/New_York
Williamstown,NJ,New Jersey,America/New_York
Tanque Verde,AZ,Arizona,America/Phoenix
Mineral Wells,TX,Texas,America/Chicago
Glasgow,KY,Kentucky,America/Chicago
Sterling,IL,Illinois,America/Chicago
Fairview,NJ,New Jersey,America/New_York
California City,CA,California,America/Los_Angeles
Metuchen,NJ,New Jersey,America/New_York
Lebanon,MO,Missouri,America/Chicago
Hendersonville,NC,North Carolina,America/New_York
Boulder City,NV,Nevada,America/Los_Angeles
Great Bend,KS,Kansas,America/Chicago
Grimes,IA,Iowa,America/Chicago
Broadlands,VA,Virginia,America/New_York
Highland Springs,VA,Virginia,America/New_York
Sierra Vista Southeast,AZ,Arizona,America/Phoenix
Whitefish Bay,WI,Wisconsin,America/Chicago
Ramsey,NJ,New Jersey,America/New_York
Oldsmar,FL,Florida,America/New_York
Bradley Gardens,NJ,New Jersey,America/New_York
Gantt,SC,South Carolina,America/New_York
Glen Allen,VA,Virginia,America/New_York
Ferndale,WA,Washington,America/Los_Angeles
Brunswick,GA,Georgia,America/New_York
Alexander City,AL,Alabama,America/Chicago
Wildwood,FL,Florida,America/New_York
Greendale,WI,Wisconsin,America/Chicago
Lake Stickney,WA,Washington,America/Los_Angeles
Deming,NM,New Mexico,America/Denver
Fort Payne,AL,Alabama,America/Chicago
Vail,AZ,Arizona,America/Phoenix
Gulf Shores,AL,Alabama,America/Chicago
Ladson,SC,South Carolina,America/New_York
White Oak,MD,Maryland,America/New_York
Chelsea,AL,Alabama,America/Chicago
Owosso,MI,Michigan,America/Detroit
Antioch,IL,Illinois,America/Chicago
Fraser,MI,Michigan,America/Detroit
Hammonton,NJ,New Jersey,America/New_York
Great Falls,VA,Virginia,America/New_York
Salida,CA,California,America/Los_Angeles
Waunakee,WI,Wisconsin,America/Chicago
Monroe,GA,Georgia,America/New_York
Fruitville,FL,Florida,America/New_York
Canyon,TX,Texas,America/Chicago
Parlier,CA,California,America/Los_Angeles
Palmview,TX,Texas,America/Chicago
Pineville,LA,Louisiana,America/Chicago
Davidson,NC,North Carolina,America/New_York
Salem Lakes,WI,Wisconsin,America/Chicago
Havre de Grace,MD,Maryland,America/New_York
Moultrie,GA,Georgia,America/New_York
Hershey,PA,Pennsylvania,America/New_York
Ewa Beach,HI,Hawaii,Pacific/Honolulu
Mount Vernon,IL,Illinois,America/Chicago
Washington,MO,Missouri,America/Chicago
Morris,IL,Illinois,America/Chicago
Anderson Creek,NC,North Carolina,America/New_York
Rendon,TX,Texas,America/Chicago
Weigelstown,PA,Pennsylvania,America/New_York
Chippewa Falls,WI,Wisconsin,America/Chicago
Eggertsville,NY,New York,America/New_York
East Milton,FL,Florida,America/Chicago
West Freehold,NJ,New Jersey,America/New_York
Dumas,TX,Texas,America/Chicago
Red Bluff,CA,California,America/Los_Angeles
Corinth,MS,Mississippi,America/Chicago
Key Biscayne,FL,Florida,America/New_York
Jericho,NY,New York,America/New_York
Robbinsdale,MN,Minnesota,America/Chicago
Greenwood,MS,Mississippi,America/Chicago
Middlesex,NJ,New Jersey,America/New_York
Scottsbluff,NE,Nebraska,America/Denver
Kemp Mill,MD,Maryland,America/New_York
Hutchinson,MN,Minnesota,America/Chicago
Short Hills,NJ,New Jersey,America/New_York
Hudson,WI,Wisconsin,America/Chicago
Belvedere Park,GA,Georgia,America/New_York
Artondale,WA,Washington,America/Los_Angeles
Falls Church,VA,Virginia,America/New_York
Wilkinsburg,PA,Pennsylvania,America/New_York
Hickory Hills,IL,Illinois,America/Chicago
Bensville,MD,Maryland,America/New_York
Lockhart,TX,Texas,America/Chicago
Lemon Hill,CA,California,America/Los_Angeles
Colesville,MD,Maryland,America/New_York
Reidsville,NC,North Carolina,America/New_York
East Rancho Dominguez,CA,California,America/Los_Angeles
Clarkston,GA,Georgia,America/New_York
Lindenhurst,IL,Illinois,America/Chicago
Belmont,NC,North Carolina,America/New_York
Washington Court House,OH,Ohio,America/New_York
Natchez,MS,Mississippi,America/Chicago
Palmer Ranch,FL,Florida,America/New_York
Lilburn,GA,Georgia,America/New_York
Sunset,FL,Florida,America/New_York
Chicago Ridge,IL,Illinois,America/Chicago
Groveton,VA,Virginia,America/New_York
Ozark,AL,Alabama,America/Chicago
Hopatcong,NJ,New Jersey,America/New_York
Moorestown-Lenola,NJ,New Jersey,America/New_York
Ardmore,PA,Pennsylvania,America/New_York
Royal Kunia,HI,Hawaii,Pacific/Honolulu
Lockhart,FL,Florida,America/New_York
Newport,KY,Kentucky,America/New_York
Lake Arbor,MD,Maryland,America/New_York
Black Forest,CO,Colorado,America/Denver
Jasper,AL,Alabama,America/Chicago
Whitewater,WI,Wisconsin,America/Chicago
North Fair Oaks,CA,California,America/Los_Angeles
North Mankato,MN,Minnesota,America/Chicago
Buda,TX,Texas,America/Chicago
Midlothian,IL,Illinois,America/Chicago
Gonzalez,FL,Florida,America/Chicago
Viera West,FL,Florida,America/New_York
Lebanon,NH,New Hampshire,America/New_York
North Auburn,CA,California,America/Los_Angeles
Forest Park,IL,Illinois,America/Chicago
Bellair-Meadowbrook Terrace,FL,Florida,America/New_York
Thonotosassa,FL,Florida,America/New_York
Lamont,CA,California,America/Los_Angeles
Chatham,IL,Illinois,America/Chicago
Mill Valley,CA,California,America/Los_Angeles
Monticello,MN,Minnesota,America/Chicago
Mercerville,NJ,New Jersey,America/New_York
Edgewater,NJ,New Jersey,America/New_York
Fort Bliss,TX,Texas,America/Denver
Yulee,FL,Florida,America/New_York
Flower Hill,MD,Maryland,America/New_York
East Cleveland,OH,Ohio,America/New_York
Bainbridge,GA,Georgia,America/New_York
Brookside,DE,Delaware,America/New_York
Hawaiian Gardens,CA,California,America/Los_Angeles
Willowick,OH,Ohio,America/New_York
Jefferson Valley-Yorktown,NY,New York,America/New_York
Lakeland North,WA,Washington,America/Los_Angeles
Gladeview,FL,Florida,America/New_York
Arlington,TN,Tennessee,America/Chicago
Waianae,HI,Hawaii,Pacific/Honolulu
California,MD,Maryland,America/New_York
Frederick,CO,Colorado,America/Denver
Pierre,SD,South Dakota,America/Chicago
Somerton,AZ,Arizona,America/Phoenix
Luling,LA,Louisiana,America/Chicago
East Wenatchee,WA,Washington,America/Los_Angeles
Elizabethton,TN,Tennessee,America/New_York
Federal Heights,CO,Colorado,America/Denver
Chaparral,NM,New Mexico,America/Denver
McFarland,CA,California,America/Los_Angeles
Livingston,CA,California,America/Los_Angeles
Latham,NY,New York,America/New_York
Allouez,WI,Wisconsin,America/Chicago
Wauconda,IL,Illinois,America/Chicago
Covington,GA,Georgia,America/New_York
Huron,SD,South Dakota,America/Chicago
Brainerd,MN,Minnesota,America/Chicago
New Ulm,MN,Minnesota,America/Chicago
Cayey,PR,Puerto Rico,America/Puerto_Rico
Chesterton,IN,Indiana,America/Chicago
Wood Dale,IL,Illinois,America/Chicago
College Park,GA,Georgia,America/New_York
Alexandria,MN,Minnesota,America/Chicago
Jacksonville,TX,Texas,America/Chicago
Sharonville,OH,Ohio,America/New_York
Forest City,FL,Florida,America/New_York
Dunmore,PA,Pennsylvania,America/New_York
Lyndhurst,OH,Ohio,America/New_York
Huntington,VA,Virginia,America/New_York
Sterling,CO,Colorado,America/Denver
Roselle Park,NJ,New Jersey,America/New_York
Fergus Falls,MN,Minnesota,America/Chicago
Hobe Sound,FL,Florida,America/New_York
Athens,TN,Tennessee,America/New_York
Willow Grove,PA,Pennsylvania,America/New_York
Red Oak,TX,Texas,America/Chicago
University Heights,OH,Ohio,America/New_York
St. James,NY,New York,America/New_York
Olean,NY,New York,America/New_York
Hidalgo,TX,Texas,America/Chicago
Moberly,MO,Missouri,America/Chicago
Circleville,OH,Ohio,America/New_York
Manor,TX,Texas,America/Chicago
Kettering,MD,Maryland,America/New_York
Shepherdsville,KY,Kentucky,America/New_York
McPherson,KS,Kansas,America/Chicago
Maumee,OH,Ohio,America/New_York
New Franklin,OH,Ohio,America/New_York
Sun Lakes,AZ,Arizona,America/Phoenix
Waycross,GA,Georgia,America/New_York
Avenal,CA,California,America/Los_Angeles
Miami Springs,FL,Florida,America/New_York
Powell,OH,Ohio,America/New_York
Powell,TN,Tennessee,America/New_York
Alamo,CA,California,America/Los_Angeles
West Lealman,FL,Florida,America/New_York
Wells Branch,TX,Texas,America/Chicago
Sauk Rapids,MN,Minnesota,America/Chicago
Cherry Hill Mall,NJ,New Jersey,America/New_York
Bexley,OH,Ohio,America/New_York
Waimalu,HI,Hawaii,Pacific/Honolulu
Kings Park West,VA,Virginia,America/New_York
Loganville,GA,Georgia,America/New_York
St. Helens,OR,Oregon,America/Los_Angeles
Beachwood,OH,Ohio,America/New_York
Teays Valley,WV,West Virginia,America/New_York
Verona,WI,Wisconsin,America/Chicago
Forest Hill,TX,Texas,America/Chicago
South Sioux City,NE,Nebraska,America/Chicago
Bellefontaine,OH,Ohio,America/New_York
Westmont,NJ,New Jersey,America/New_York
Worthington,MN,Minnesota,America/Chicago
Beeville,TX,Texas,America/Chicago
Ephrata,PA,Pennsylvania,America/New_York
Coldwater,MI,Michigan,America/Detroit
Villas,FL,Florida,America/New_York
Destin,FL,Florida,America/Chicago
Brandermill,VA,Virginia,America/New_York
Auburn,CA,California,America/Los_Angeles
Warrenville,IL,Illinois,America/Chicago
Shorewood,WI,Wisconsin,America/Chicago
Marshall,MN,Minnesota,America/Chicago
Hazel Crest,IL,Illinois,America/Chicago
Bedford,IN,Indiana,America/Indiana/Indianapolis
Cedar Lake,IN,Indiana,America/Chicago
Snoqualmie,WA,Washington,America/Los_Angeles
Beacon,NY,New York,America/New_York
Minneola,FL,Florida,America/New_York
Mount Vernon,VA,Virginia,America/New_York
Dallas,GA,Georgia,America/New_York
Lone Tree,CO,Colorado,America/Denver
Canton,IL,Illinois,America/Chicago
McMinnville,TN,Tennessee,America/Chicago
Olympia Heights,FL,Florida,America/New_York
Warrensville Heights,OH,Ohio,America/New_York
Channahon,IL,Illinois,America/Chicago
Lakeland,TN,Tennessee,America/Chicago
Franklin Park,NJ,New Jersey,America/New_York
Melissa,TX,Texas,America/Chicago
Echelon,NJ,New Jersey,America/New_York
Callaway,FL,Florida,America/Chicago
Shiloh,IL,Illinois,America/Chicago
Cayce,SC,South Carolina,America/New_York
Beach Park,IL,Illinois,America/Chicago
Conway,FL,Florida,America/New_York
Marion,AR,Arkansas,America/Chicago
Speedway,IN,Indiana,America/Indiana/Indianapolis
Brecksville,OH,Ohio,America/New_York
Santaquin,UT,Utah,America/Denver
Lakewood Park,FL,Florida,America/New_York
Wyandanch,NY,New York,America/New_York
South Charleston,WV,West Virginia,America/New_York
Endicott,NY,New York,America/New_York
New Carrollton,MD,Maryland,America/New_York
Indiana,PA,Pennsylvania,America/New_York
New Providence,NJ,New Jersey,America/New_York
Oak Park,CA,California,America/Los_Angeles
Lake Wylie,SC,South Carolina,America/New_York
Marietta,OH,Ohio,America/New_York
Blytheville,AR,Arkansas,America/Chicago
Connersville,IN,Indiana,America/Indiana/Indianapolis
Grass Valley,CA,California,America/Los_Angeles
Western Springs,IL,Illinois,America/Chicago
Port Neches,TX,Texas,America/Chicago
Glen Carbon,IL,Illinois,America/Chicago
Lake Forest Park,WA,Washington,America/Los_Angeles
Sault Ste. Marie,MI,Michigan,America/Detroit
Royse City,TX,Texas,America/Chicago
La Grange Park,IL,Illinois,America/Chicago
Henderson,TX,Texas,America/Chicago
Seabrook,TX,Texas,America/Chicago
Martinsville,VA,Virginia,America/New_York
Hockessin,DE,Delaware,America/New_York
Irondale,AL,Alabama,America/Chicago
Butler,PA,Pennsylvania,America/New_York
Lumberton,TX,Texas,America/Chicago
Glenpool,OK,Oklahoma,America/Chicago
Eatontown,NJ,New Jersey,America/New_York
Englewood,OH,Ohio,America/New_York
Jupiter Farms,FL,Florida,America/New_York
Bothell East,WA,Washington,America/Los_Angeles
River Ridge,LA,Louisiana,America/Chicago
Plover,WI,Wisconsin,America/Chicago
Marshall,MO,Missouri,America/Chicago
Bardstown,KY,Kentucky,America/New_York
King City,CA,California,America/Los_Angeles
Newington,VA,Virginia,America/New_York
Lewisville,NC,North Carolina,America/New_York
Pottsville,PA,Pennsylvania,America/New_York
Rocky Point,NY,New York,America/New_York
Atlantic Beach,FL,Florida,America/New_York
Palos Verdes Estates,CA,California,America/Los_Angeles
Nolensville,TN,Tennessee,America/Chicago
Elfers,FL,Florida,America/New_York
Forrest City,AR,Arkansas,America/Chicago
Kilgore,TX,Texas,America/Chicago
Lincolnwood,IL,Illinois,America/Chicago
Coolidge,AZ,Arizona,America/Phoenix
Tehachapi,CA,California,America/Los_Angeles
Fort Campbell North,KY,Kentucky,America/Chicago
Washington,PA,Pennsylvania,America/New_York
Avocado Heights,CA,California,America/Los_Angeles
Glendale,WI,Wisconsin,America/Chicago
Nesconset,NY,New York,America/New_York
Coatesville,PA,Pennsylvania,America/New_York
Palmetto,FL,Florida,America/New_York
Kingston,PA,Pennsylvania,America/New_York
Fruita,CO,Colorado,America/Denver
Lake Station,IN,Indiana,America/Chicago
Carpinteria,CA,California,America/Los_Angeles
Superior,CO,Colorado,America/Denver
Auburn,IN,Indiana,America/Indiana/Indianapolis
Finneytown,OH,Ohio,America/New_York
Los Alamos,NM,New Mexico,America/Denver
Smithfield,UT,Utah,America/Denver
Lahaina,HI,Hawaii,Pacific/Honolulu
Bridgetown,OH,Ohio,America/New_York
Woodinville,WA,Washington,America/Los_Angeles
Las Vegas,NM,New Mexico,America/Denver
Clayton,OH,Ohio,America/New_York
Maili,HI,Hawaii,Pacific/Honolulu
Andrews,TX,Texas,America/Chicago
Blue Ash,OH,Ohio,America/New_York
McCalla,AL,Alabama,America/Chicago
Monfort Heights,OH,Ohio,America/New_York
Lincoln,IL,Illinois,America/Chicago
La Grande,OR,Oregon,America/Los_Angeles
Sharon,PA,Pennsylvania,America/New_York
Ridgefield Park,NJ,New Jersey,America/New_York
Carnot-Moon,PA,Pennsylvania,America/New_York
Steamboat Springs,CO,Colorado,America/Denver
Mounds View,MN,Minnesota,America/Chicago
Rogers,MN,Minnesota,America/Chicago
Iona,FL,Florida,America/New_York
Stoughton,WI,Wisconsin,America/Chicago
Azle,TX,Texas,America/Chicago
Claiborne,LA,Louisiana,America/Chicago
Jennings,MO,Missouri,America/Chicago
Loveland,OH,Ohio,America/New_York
Jensen Beach,FL,Florida,America/New_York
West Monroe,LA,Louisiana,America/Chicago
Moody,AL,Alabama,America/Chicago
North Palm Beach,FL,Florida,America/New_York
Soddy-Daisy,TN,Tennessee,America/New_York
Dover,OH,Ohio,America/New_York
Harrison,AR,Arkansas,America/Chicago
Newton,NC,North Carolina,America/New_York
Grand Terrace,CA,California,America/Los_Angeles
Jacksonville,AL,Alabama,America/Chicago
Bedford,OH,Ohio,America/New_York
Annapolis Neck,MD,Maryland,America/New_York
West Carrollton,OH,Ohio,America/New_York
Rochester,MI,Michigan,America/Detroit
Portland,TN,Tennessee,America/Chicago
Lansdowne,VA,Virginia,America/New_York
Cambridge,MD,Maryland,America/New_York
Solana Beach,CA,California,America/Los_Angeles
North Adams,MA,Massachusetts,America/New_York
Parker,SC,South Carolina,America/New_York
Dorado,PR,Puerto Rico,America/Puerto_Rico
St. Ann,MO,Missouri,America/Chicago
Green Valley,MD,Maryland,America/New_York
Meadville,PA,Pennsylvania,America/New_York
Miami,OK,Oklahoma,America/Chicago
Oatfield,OR,Oregon,America/Los_Angeles
Joppatowne,MD,Maryland,America/New_York
Montgomeryville,PA,Pennsylvania,America/New_York
South Daytona,FL,Florida,America/New_York
Trenton,OH,Ohio,America/New_York
Larkspur,CA,California,America/Los_Angeles
Timberlake,VA,Virginia,America/New_York
Bonita,CA,California,America/Los_Angeles
Sun Village,CA,California,America/Los_Angeles
Broussard,LA,Louisiana,America/Chicago
Overlea,MD,Maryland,America/New_York
Claremont,NH,New Hampshire,America/New_York
Ridge,NY,New York,America/New_York
Vadnais Heights,MN,Minnesota,America/Chicago
Sugarland Run,VA,Virginia,America/New_York
Pell City,AL,Alabama,America/Chicago
Big Bear City,CA,California,America/Los_Angeles
Home Gardens,CA,California,America/Los_Angeles
Naranja,FL,Florida,America/New_York
Beaufort,SC,South Carolina,America/New_York
Fords,NJ,New Jersey,America/New_York
Cornelius,OR,Oregon,America/Los_Angeles
Woodhaven,MI,Michigan,America/Detroit
Holiday City-Berkeley,NJ,New Jersey,America/New_York
Valencia West,AZ,Arizona,America/Phoenix
Richton Park,IL,Illinois,America/Chicago
New Kingman-Butler,AZ,Arizona,America/Phoenix
Newcastle,WA,Washington,America/Los_Angeles
El Dorado,KS,Kansas,America/Chicago
Levelland,TX,Texas,America/Chicago
Chino Valley,AZ,Arizona,America/Phoenix
Weddington,NC,North Carolina,America/New_York
Bloomsburg,PA,Pennsylvania,America/New_York
Grover Beach,CA,California,America/Los_Angeles
Florida City,FL,Florida,America/New_York
Webb City,MO,Missouri,America/Chicago
Urbana,MD,Maryland,America/New_York
Cheval,FL,Florida,America/New_York
Northlake,IL,Illinois,America/Chicago
Braselton,GA,Georgia,America/New_York
Holly Hill,FL,Florida,America/New_York
Red Bank,NJ,New Jersey,America/New_York
White House,TN,Tennessee,America/Chicago
Guymon,OK,Oklahoma,America/Chicago
Harrison,OH,Ohio,America/New_York
San Anselmo,CA,California,America/Los_Angeles
Vinings,GA,Georgia,America/New_York
Greenville,OH,Ohio,America/New_York
Fostoria,OH,Ohio,America/New_York
Santa Fe,TX,Texas,America/Chicago
Orangeburg,SC,South Carolina,America/New_York
Suamico,WI,Wisconsin,America/Chicago
Fort Lewis,WA,Washington,America/Los_Angeles
Waconia,MN,Minnesota,America/Chicago
Oakland,NJ,New Jersey,America/New_York
St. Marys,PA,Pennsylvania,America/New_York
Rantoul,IL,Illinois,America/Chicago
Oneonta,NY,New York,America/New_York
Brock Hall,MD,Maryland,America/New_York
Eufaula,AL,Alabama,America/Chicago
Orange City,FL,Florida,America/New_York
Emeryville,CA,California,America/Los_Angeles
Cheney,WA,Washington,America/Los_Angeles
Baker,LA,Louisiana,America/Chicago
D'Iberville,MS,Mississippi,America/Chicago
Port Royal,SC,South Carolina,America/New_York
Jefferson,GA,Georgia,America/New_York
Mountain Home,AR,Arkansas,America/Chicago
Athens,TX,Texas,America/Chicago
Fernandina Beach,FL,Florida,America/New_York
Lakeland South,WA,Washington,America/Los_Angeles
Fulton,MO,Missouri,America/Chicago
Lakeside,VA,Virginia,America/New_York
Dardenne Prairie,MO,Missouri,America/Chicago
Wickliffe,OH,Ohio,America/New_York
Moncks Corner,SC,South Carolina,America/New_York
Lexington Park,MD,Maryland,America/New_York
Mountain Park,GA,Georgia,America/New_York
Grenada,MS,Mississippi,America/Chicago
Paradise Valley,AZ,Arizona,America/Phoenix
Amherst,OH,Ohio,America/New_York
Trophy Club,TX,Texas,America/Chicago
Verde Village,AZ,Arizona,America/Phoenix
Winnetka,IL,Illinois,America/Chicago
Florham Park,NJ,New Jersey,America/New_York
Dunkirk,NY,New York,America/New_York
Salisbury,NY,New York,America/New_York
Newington Forest,VA,Virginia,America/New_York
Artesia,NM,New Mexico,America/Denver
Goldenrod,FL,Florida,America/New_York
Justice,IL,Illinois,America/Chicago
San Marino,CA,California,America/Los_Angeles
Smyrna,DE,Delaware,America/New_York
Borger,TX,Texas,America/Chicago
Festus,MO,Missouri,America/Chicago
East Islip,NY,New York,America/New_York
North Valley,NM,New Mexico,America/Denver
Ottawa,KS,Kansas,America/Chicago
Norwalk,IA,Iowa,America/Chicago
Byram,MS,Mississippi,America/Chicago
Nanakuli,HI,Hawaii,Pacific/Honolulu
Branson,MO,Missouri,America/Chicago
Geneva,NY,New York,America/New_York
Prairie Ridge,WA,Washington,America/Los_Angeles
Lake Tapps,WA,Washington,America/Los_Angeles
Kelso,WA,Washington,America/Los_Angeles
